star,species,elem,N,ul,e_stat_w_old,e_stat_w_new,e_Teff_w,e_logg_w,e_vt_w,e_MH_w,[X/H],e_XH_old,e_XH_new,[X/Fe],e_XFe_old,e_XFe_new
wukong10_163246133_lesspayne_norm_EQW_params_synt,11.0,NaI,4,0,0.068,0.114,0.084,-0.057,-0.009,-0.008,-1.904,0.123,0.153,0.089,0.18,0.203
wukong10_163246133_lesspayne_norm_EQW_params_synt,12.0,MgI,6,0,0.089,0.124,0.104,-0.094,-0.02,-0.005,-1.592,0.167,0.188,0.401,0.191,0.21
wukong10_163246133_lesspayne_norm_EQW_params_synt,13.0,AlI,1,0,0.0,0.454,0.209,-0.258,-0.03,0.022,-2.287,0.334,0.564,-0.294,0.282,0.535
wukong10_163246133_lesspayne_norm_EQW_params_synt,14.0,SiI,5,0,0.198,0.21,0.062,0.003,-0.01,0.002,-1.411,0.208,0.219,0.582,0.267,0.277
wukong10_163246133_lesspayne_norm_EQW_params_synt,19.0,KI,2,0,0.603,0.624,0.135,-0.113,-0.041,-0.017,-0.791,0.63,0.65,1.202,0.628,0.648
wukong10_163246133_lesspayne_norm_EQW_params_synt,20.0,CaI,22,0,0.111,0.117,0.095,-0.054,-0.031,-0.017,-1.579,0.159,0.164,0.414,0.195,0.2
wukong10_163246133_lesspayne_norm_EQW_params_synt,21.1,ScII,8,0,0.232,0.259,-0.003,0.171,-0.064,0.012,-1.66,0.295,0.317,0.334,0.377,0.395
wukong10_163246133_lesspayne_norm_EQW_params_synt,22.0,TiI,46,0,0.17,0.172,0.136,-0.034,-0.021,-0.021,-1.73,0.222,0.224,0.263,0.232,0.235
wukong10_163246133_lesspayne_norm_EQW_params_synt,22.1,TiII,58,0,0.205,0.207,0.029,0.159,-0.046,0.041,-1.431,0.268,0.27,0.562,0.347,0.349
wukong10_163246133_lesspayne_norm_EQW_params_synt,23.0,VI,2,0,0.073,0.151,0.112,0.03,0.003,-0.065,-2.199,0.151,0.201,-0.206,0.198,0.239
wukong10_163246133_lesspayne_norm_EQW_params_synt,23.1,VII,2,0,0.099,0.194,-0.02,0.185,-0.011,0.032,-1.859,0.214,0.271,0.135,0.334,0.373
wukong10_163246133_lesspayne_norm_EQW_params_synt,24.0,CrI,15,0,0.127,0.137,0.141,-0.037,-0.031,-0.024,-2.108,0.198,0.204,-0.115,0.203,0.21
wukong10_163246133_lesspayne_norm_EQW_params_synt,24.1,CrII,5,0,0.052,0.113,-0.024,0.189,-0.012,0.026,-1.931,0.199,0.223,0.062,0.326,0.342
wukong10_163246133_lesspayne_norm_EQW_params_synt,25.0,MnI,6,0,0.043,0.108,0.097,-0.03,-0.001,-0.014,-2.469,0.111,0.149,-0.476,0.171,0.198
wukong10_163246133_lesspayne_norm_EQW_params_synt,26.0,FeI,129,0,0.157,0.158,0.127,-0.042,-0.041,-0.02,-1.993,0.211,0.212,0.0,0.0,0.0
wukong10_163246133_lesspayne_norm_EQW_params_synt,26.1,FeII,24,0,0.093,0.104,-0.009,0.189,-0.034,0.039,-1.924,0.217,0.222,0.069,0.329,0.333
wukong10_163246133_lesspayne_norm_EQW_params_synt,27.0,CoI,4,0,0.269,0.284,0.119,0.001,-0.02,-0.022,-1.883,0.295,0.309,0.111,0.315,0.329
wukong10_163246133_lesspayne_norm_EQW_params_synt,28.0,NiI,23,0,0.132,0.137,0.105,-0.003,-0.015,-0.009,-2.036,0.17,0.174,-0.043,0.212,0.216
wukong10_163246133_lesspayne_norm_EQW_params_synt,30.0,ZnI,2,0,0.061,0.131,0.021,0.119,-0.014,0.024,-1.91,0.139,0.18,0.083,0.261,0.286
wukong10_163246133_lesspayne_norm_EQW_params_synt,38.1,SrII,2,0,0.067,0.146,0.085,0.04,-0.037,0.055,-1.97,0.133,0.186,0.023,0.208,0.246
wukong10_163246133_lesspayne_norm_EQW_params_synt,39.1,YII,3,0,0.021,0.141,0.023,0.194,-0.021,0.047,-2.136,0.203,0.246,-0.143,0.31,0.341
wukong10_163246133_lesspayne_norm_EQW_params_synt,40.1,ZrII,1,0,0.0,0.274,-0.011,0.241,-0.018,0.011,-1.832,0.243,0.366,0.161,0.354,0.448
wukong10_163246133_lesspayne_norm_EQW_params_synt,56.1,BaII,4,0,0.104,0.176,0.054,0.139,-0.07,0.045,-1.898,0.2,0.245,0.096,0.281,0.315
wukong10_163246133_lesspayne_norm_EQW_params_synt,57.1,LaII,6,0,0.058,0.11,0.031,0.177,-0.003,0.05,-1.837,0.196,0.217,0.156,0.303,0.317
wukong10_163246133_lesspayne_norm_EQW_params_synt,63.1,EuII,3,0,0.085,0.159,0.047,0.188,-0.001,0.048,-1.654,0.217,0.255,0.339,0.312,0.34
wukong10_163246133_lesspayne_norm_EQW_params_synt,66.1,DyII,1,0,0.0,0.279,0.0,0.218,0.021,0.021,-1.561,0.22,0.355,0.432,0.337,0.438
wukong10_163246133_lesspayne_norm_EQW_params_synt,106.0,C-H,2,0,0.002,0.178,0.166,-0.087,0.005,0.133,-2.199,0.23,0.291,-0.206,0.232,0.293
wukong10_163246133_lesspayne_norm_EQW_params_synt,607.0,C-N,1,0,0.0,0.401,0.227,-0.052,-0.0,0.126,-1.6,0.265,0.481,0.393,0.24,0.468
wukong10_163246133_lesspayne_norm_EQW_params_synt,8.0,OI,1,1,,,,,,,-1.007,,,0.986,,
wukong11_164130340_lesspayne_norm_EQW_params_synt,11.0,NaI,4,0,0.132,0.159,0.082,-0.056,-0.01,-0.01,-1.8,0.166,0.188,0.57,0.199,0.219
wukong11_164130340_lesspayne_norm_EQW_params_synt,12.0,MgI,6,0,0.094,0.121,0.095,-0.076,-0.023,-0.013,-1.894,0.156,0.174,0.476,0.176,0.192
wukong11_164130340_lesspayne_norm_EQW_params_synt,13.0,AlI,1,0,0.0,0.421,0.156,-0.209,-0.069,-0.023,-2.648,0.271,0.501,-0.278,0.226,0.478
wukong11_164130340_lesspayne_norm_EQW_params_synt,14.0,SiI,4,0,0.114,0.14,0.073,-0.02,-0.01,-0.009,-1.636,0.138,0.16,0.734,0.191,0.208
wukong11_164130340_lesspayne_norm_EQW_params_synt,19.0,KI,1,0,0.0,0.16,0.114,-0.027,-0.03,-0.02,-1.555,0.123,0.202,0.815,0.142,0.215
wukong11_164130340_lesspayne_norm_EQW_params_synt,20.0,CaI,23,0,0.139,0.143,0.085,-0.036,-0.021,-0.013,-1.95,0.169,0.172,0.42,0.202,0.206
wukong11_164130340_lesspayne_norm_EQW_params_synt,21.1,ScII,8,0,0.185,0.215,0.01,0.19,-0.047,0.011,-2.219,0.27,0.291,0.15,0.348,0.365
wukong11_164130340_lesspayne_norm_EQW_params_synt,22.0,TiI,40,0,0.162,0.165,0.139,-0.045,-0.014,-0.015,-2.178,0.219,0.221,0.192,0.216,0.219
wukong11_164130340_lesspayne_norm_EQW_params_synt,22.1,TiII,54,0,0.135,0.138,0.037,0.169,-0.034,0.028,-1.953,0.224,0.226,0.416,0.302,0.304
wukong11_164130340_lesspayne_norm_EQW_params_synt,23.0,VI,2,0,0.036,0.123,0.112,0.015,-0.002,-0.033,-2.461,0.123,0.17,-0.091,0.159,0.199
wukong11_164130340_lesspayne_norm_EQW_params_synt,23.1,VII,2,0,0.072,0.189,-0.011,0.193,-0.013,0.02,-2.098,0.207,0.271,0.272,0.315,0.361
wukong11_164130340_lesspayne_norm_EQW_params_synt,24.0,CrI,15,0,0.13,0.139,0.137,-0.045,-0.015,-0.015,-2.578,0.196,0.201,-0.208,0.193,0.2
wukong11_164130340_lesspayne_norm_EQW_params_synt,24.1,CrII,3,0,0.034,0.131,-0.015,0.187,-0.009,0.021,-2.371,0.192,0.23,-0.001,0.307,0.332
wukong11_164130340_lesspayne_norm_EQW_params_synt,25.0,MnI,6,0,0.03,0.105,0.096,-0.056,-0.005,-0.013,-2.775,0.116,0.154,-0.405,0.15,0.181
wukong11_164130340_lesspayne_norm_EQW_params_synt,26.0,FeI,132,0,0.141,0.142,0.124,-0.04,-0.03,-0.019,-2.37,0.195,0.196,0.0,0.0,0.0
wukong11_164130340_lesspayne_norm_EQW_params_synt,26.1,FeII,24,0,0.113,0.122,0.002,0.187,-0.024,0.028,-2.334,0.222,0.226,0.035,0.318,0.322
wukong11_164130340_lesspayne_norm_EQW_params_synt,27.0,CoI,4,0,0.125,0.163,0.142,-0.034,-0.019,-0.019,-2.282,0.194,0.22,0.088,0.19,0.217
wukong11_164130340_lesspayne_norm_EQW_params_synt,28.0,NiI,21,0,0.133,0.138,0.112,-0.022,-0.01,-0.009,-2.345,0.176,0.18,0.025,0.196,0.2
wukong11_164130340_lesspayne_norm_EQW_params_synt,30.0,ZnI,2,0,0.005,0.107,0.046,0.092,-0.005,0.015,-2.357,0.104,0.149,0.013,0.212,0.239
wukong11_164130340_lesspayne_norm_EQW_params_synt,38.1,SrII,2,0,0.1,0.19,0.107,0.124,-0.027,0.032,-2.227,0.197,0.254,0.143,0.244,0.293
wukong11_164130340_lesspayne_norm_EQW_params_synt,39.1,YII,3,0,0.056,0.141,0.038,0.179,-0.011,0.032,-2.593,0.194,0.233,-0.223,0.285,0.314
wukong11_164130340_lesspayne_norm_EQW_params_synt,40.1,ZrII,1,0,0.0,0.245,0.017,0.213,-0.01,0.023,-2.307,0.215,0.326,0.063,0.312,0.397
wukong11_164130340_lesspayne_norm_EQW_params_synt,56.1,BaII,4,0,0.072,0.16,0.05,0.15,-0.059,0.012,-2.526,0.184,0.233,-0.156,0.261,0.299
wukong11_164130340_lesspayne_norm_EQW_params_synt,57.1,LaII,5,0,0.134,0.169,0.041,0.167,0.001,0.037,-2.458,0.221,0.244,-0.088,0.303,0.32
wukong11_164130340_lesspayne_norm_EQW_params_synt,63.1,EuII,3,0,0.041,0.138,0.078,0.168,-0.007,0.033,-2.157,0.193,0.233,0.212,0.265,0.296
wukong11_164130340_lesspayne_norm_EQW_params_synt,66.1,DyII,1,0,0.0,0.25,0.015,0.206,0.001,0.033,-2.011,0.209,0.326,0.359,0.31,0.398
wukong11_164130340_lesspayne_norm_EQW_params_synt,106.0,C-H,2,0,0.036,0.205,0.207,-0.144,0.003,0.086,-2.733,0.269,0.336,-0.364,0.226,0.303
wukong11_164130340_lesspayne_norm_EQW_params_synt,607.0,C-N,1,0,0.0,0.432,0.278,-0.1,0.005,0.091,-1.726,0.309,0.531,0.644,0.246,0.497
wukong11_164130340_lesspayne_norm_EQW_params_synt,8.0,OI,1,1,,,,,,,-1.466,,,0.903,,
wukong12_165305481_lesspayne_norm_EQW_params_synt,11.0,NaI,2,0,0.048,0.198,0.16,-0.182,-0.044,-0.025,-1.945,0.252,0.317,0.172,0.225,0.296
wukong12_165305481_lesspayne_norm_EQW_params_synt,12.0,MgI,6,0,0.128,0.151,0.097,-0.08,-0.021,-0.015,-1.84,0.181,0.198,0.277,0.214,0.23
wukong12_165305481_lesspayne_norm_EQW_params_synt,13.0,AlI,1,0,0.0,0.444,0.176,-0.215,-0.044,0.011,-2.507,0.281,0.526,-0.39,0.248,0.509
wukong12_165305481_lesspayne_norm_EQW_params_synt,14.0,SiI,3,0,0.194,0.22,0.076,-0.033,-0.016,-0.006,-1.681,0.212,0.236,0.436,0.261,0.281
wukong12_165305481_lesspayne_norm_EQW_params_synt,20.0,CaI,23,0,0.109,0.114,0.089,-0.042,-0.025,-0.024,-1.821,0.151,0.155,0.296,0.201,0.204
wukong12_165305481_lesspayne_norm_EQW_params_synt,21.1,ScII,8,0,0.128,0.171,0.008,0.193,-0.044,0.027,-1.994,0.238,0.263,0.123,0.338,0.357
wukong12_165305481_lesspayne_norm_EQW_params_synt,22.0,TiI,36,0,0.155,0.158,0.139,-0.035,-0.017,-0.018,-1.963,0.212,0.215,0.154,0.227,0.23
wukong12_165305481_lesspayne_norm_EQW_params_synt,22.1,TiII,46,0,0.137,0.141,0.026,0.17,-0.038,0.051,-1.781,0.229,0.231,0.336,0.325,0.327
wukong12_165305481_lesspayne_norm_EQW_params_synt,23.0,VI,2,0,0.014,0.127,0.097,0.046,-0.003,-0.061,-2.262,0.124,0.177,-0.145,0.194,0.232
wukong12_165305481_lesspayne_norm_EQW_params_synt,23.1,VII,2,0,0.067,0.198,-0.013,0.201,0.005,0.036,-1.835,0.215,0.285,0.282,0.338,0.386
wukong12_165305481_lesspayne_norm_EQW_params_synt,24.0,CrI,15,0,0.078,0.093,0.14,-0.037,-0.022,-0.024,-2.243,0.167,0.175,-0.126,0.183,0.19
wukong12_165305481_lesspayne_norm_EQW_params_synt,24.1,CrII,5,0,0.188,0.213,-0.024,0.184,-0.009,0.034,-2.095,0.267,0.285,0.022,0.373,0.387
wukong12_165305481_lesspayne_norm_EQW_params_synt,25.0,MnI,6,0,0.094,0.136,0.094,-0.04,-0.003,-0.018,-2.55,0.14,0.171,-0.433,0.194,0.219
wukong12_165305481_lesspayne_norm_EQW_params_synt,26.0,FeI,132,0,0.164,0.165,0.126,-0.04,-0.036,-0.025,-2.117,0.215,0.216,0.0,0.0,0.0
wukong12_165305481_lesspayne_norm_EQW_params_synt,26.1,FeII,24,0,0.13,0.139,-0.01,0.183,-0.034,0.043,-2.033,0.231,0.236,0.084,0.342,0.346
wukong12_165305481_lesspayne_norm_EQW_params_synt,27.0,CoI,4,0,0.164,0.196,0.144,-0.019,-0.023,-0.025,-2.042,0.222,0.246,0.075,0.234,0.258
wukong12_165305481_lesspayne_norm_EQW_params_synt,28.0,NiI,21,0,0.163,0.167,0.11,-0.009,-0.013,-0.009,-2.149,0.197,0.201,-0.032,0.236,0.239
wukong12_165305481_lesspayne_norm_EQW_params_synt,30.0,ZnI,2,0,0.086,0.145,0.032,0.11,-0.01,0.03,-2.05,0.147,0.187,0.067,0.263,0.289
wukong12_165305481_lesspayne_norm_EQW_params_synt,38.1,SrII,1,0,0.0,0.178,0.082,0.028,-0.044,0.049,-2.059,0.109,0.209,0.058,0.197,0.266
wukong12_165305481_lesspayne_norm_EQW_params_synt,39.1,YII,3,0,0.128,0.193,0.021,0.191,-0.014,0.062,-2.343,0.239,0.28,-0.226,0.34,0.37
wukong12_165305481_lesspayne_norm_EQW_params_synt,40.1,ZrII,1,0,0.0,0.26,-0.024,0.224,-0.017,-0.016,-1.841,0.226,0.345,0.276,0.346,0.433
wukong12_165305481_lesspayne_norm_EQW_params_synt,56.1,BaII,4,0,0.073,0.161,0.054,0.141,-0.074,0.046,-2.07,0.189,0.237,0.047,0.277,0.312
wukong12_165305481_lesspayne_norm_EQW_params_synt,57.1,LaII,6,0,0.121,0.154,0.03,0.175,-0.001,0.071,-1.918,0.226,0.246,0.199,0.328,0.342
wukong12_165305481_lesspayne_norm_EQW_params_synt,63.1,EuII,3,0,0.026,0.134,0.043,0.173,-0.007,0.069,-1.571,0.193,0.234,0.546,0.299,0.327
wukong12_165305481_lesspayne_norm_EQW_params_synt,66.1,DyII,1,0,0.0,0.263,-0.0,0.207,-0.004,0.029,-1.416,0.209,0.336,0.701,0.328,0.421
wukong12_165305481_lesspayne_norm_EQW_params_synt,106.0,C-H,2,0,0.003,0.196,0.169,-0.118,-0.001,0.154,-2.302,0.257,0.323,-0.185,0.261,0.327
wukong12_165305481_lesspayne_norm_EQW_params_synt,607.0,C-N,1,0,0.0,0.417,0.232,-0.064,0.004,0.158,-1.716,0.288,0.507,0.401,0.272,0.498
wukong12_165305481_lesspayne_norm_EQW_params_synt,8.0,OI,1,1,,,,,,,-0.938,,,1.179,,
wukong13_166070607_lesspayne_norm_EQW_params_synt,11.0,NaI,3,0,0.231,0.259,0.092,-0.084,-0.01,-0.001,-1.879,0.262,0.288,0.017,0.279,0.303
wukong13_166070607_lesspayne_norm_EQW_params_synt,12.0,MgI,6,0,0.15,0.171,0.101,-0.089,-0.022,-0.003,-1.575,0.202,0.219,0.322,0.216,0.231
wukong13_166070607_lesspayne_norm_EQW_params_synt,13.0,AlI,1,0,0.0,0.429,0.174,-0.233,-0.032,0.025,-2.328,0.293,0.52,-0.432,0.249,0.497
wukong13_166070607_lesspayne_norm_EQW_params_synt,14.0,SiI,3,0,0.125,0.157,0.063,-0.025,-0.015,-0.007,-1.485,0.143,0.172,0.411,0.202,0.224
wukong13_166070607_lesspayne_norm_EQW_params_synt,19.0,KI,2,0,0.053,0.15,0.133,-0.077,-0.05,-0.027,-1.028,0.172,0.222,0.869,0.158,0.212
wukong13_166070607_lesspayne_norm_EQW_params_synt,20.0,CaI,22,0,0.087,0.094,0.095,-0.045,-0.027,-0.01,-1.597,0.14,0.144,0.299,0.17,0.175
wukong13_166070607_lesspayne_norm_EQW_params_synt,21.1,ScII,8,0,0.174,0.208,-0.015,0.189,-0.05,0.006,-1.668,0.263,0.286,0.228,0.35,0.368
wukong13_166070607_lesspayne_norm_EQW_params_synt,22.0,TiI,45,0,0.169,0.172,0.137,-0.027,-0.02,-0.011,-1.657,0.221,0.223,0.239,0.222,0.225
wukong13_166070607_lesspayne_norm_EQW_params_synt,22.1,TiII,50,0,0.135,0.138,0.014,0.17,-0.04,0.036,-1.424,0.224,0.226,0.473,0.31,0.313
wukong13_166070607_lesspayne_norm_EQW_params_synt,23.0,VI,2,0,0.011,0.129,0.106,0.043,-0.006,-0.055,-1.936,0.128,0.181,-0.04,0.173,0.216
wukong13_166070607_lesspayne_norm_EQW_params_synt,23.1,VII,2,0,0.061,0.177,-0.018,0.181,-0.013,0.021,-1.651,0.194,0.255,0.246,0.307,0.35
wukong13_166070607_lesspayne_norm_EQW_params_synt,24.0,CrI,16,0,0.123,0.132,0.143,-0.031,-0.029,-0.014,-1.981,0.194,0.2,-0.085,0.189,0.196
wukong13_166070607_lesspayne_norm_EQW_params_synt,24.1,CrII,5,0,0.129,0.164,-0.033,0.19,-0.013,0.022,-1.822,0.233,0.254,0.075,0.341,0.356
wukong13_166070607_lesspayne_norm_EQW_params_synt,25.0,MnI,6,0,0.054,0.113,0.104,-0.021,-0.003,-0.008,-2.271,0.119,0.155,-0.375,0.159,0.188
wukong13_166070607_lesspayne_norm_EQW_params_synt,26.0,FeI,126,0,0.142,0.143,0.128,-0.037,-0.039,-0.013,-1.896,0.199,0.2,0.0,0.0,0.0
wukong13_166070607_lesspayne_norm_EQW_params_synt,26.1,FeII,25,0,0.097,0.107,-0.02,0.189,-0.033,0.034,-1.851,0.218,0.223,0.045,0.323,0.327
wukong13_166070607_lesspayne_norm_EQW_params_synt,27.0,CoI,4,0,0.236,0.256,0.129,0.01,-0.02,-0.018,-1.755,0.271,0.288,0.141,0.28,0.298
wukong13_166070607_lesspayne_norm_EQW_params_synt,28.0,NiI,24,0,0.17,0.173,0.105,0.0,-0.014,-0.003,-1.93,0.2,0.203,-0.034,0.227,0.23
wukong13_166070607_lesspayne_norm_EQW_params_synt,30.0,ZnI,2,0,0.022,0.117,0.02,0.117,-0.013,0.023,-1.828,0.123,0.169,0.069,0.24,0.267
wukong13_166070607_lesspayne_norm_EQW_params_synt,38.0,SrI,1,0,0.0,0.19,0.127,-0.022,-0.004,-0.007,-2.299,0.129,0.23,-0.403,0.147,0.241
wukong13_166070607_lesspayne_norm_EQW_params_synt,38.1,SrII,2,0,0.086,0.14,0.067,0.027,-0.027,0.051,-1.81,0.126,0.168,0.086,0.199,0.228
wukong13_166070607_lesspayne_norm_EQW_params_synt,39.1,YII,3,0,0.032,0.144,0.012,0.199,-0.019,0.041,-2.024,0.207,0.25,-0.127,0.306,0.337
wukong13_166070607_lesspayne_norm_EQW_params_synt,40.1,ZrII,1,0,0.0,0.286,-0.008,0.255,-0.01,0.008,-1.674,0.256,0.383,0.223,0.354,0.455
wukong13_166070607_lesspayne_norm_EQW_params_synt,56.1,BaII,4,0,0.095,0.17,0.027,0.128,-0.072,0.023,-1.825,0.178,0.227,0.072,0.262,0.299
wukong13_166070607_lesspayne_norm_EQW_params_synt,57.1,LaII,6,0,0.081,0.124,0.018,0.17,-0.003,0.046,-1.776,0.195,0.216,0.12,0.294,0.309
wukong13_166070607_lesspayne_norm_EQW_params_synt,63.1,EuII,3,0,0.02,0.134,0.033,0.182,-0.008,0.041,-1.493,0.191,0.232,0.404,0.285,0.315
wukong13_166070607_lesspayne_norm_EQW_params_synt,66.1,DyII,1,0,0.0,0.325,-0.039,0.228,-0.005,0.004,-1.417,0.231,0.399,0.479,0.346,0.475
wukong13_166070607_lesspayne_norm_EQW_params_synt,106.0,C-H,2,0,0.002,0.159,0.132,-0.101,-0.002,0.112,-1.978,0.2,0.256,-0.082,0.203,0.259
wukong13_166070607_lesspayne_norm_EQW_params_synt,607.0,C-N,1,0,0.0,0.385,0.199,-0.064,0.002,0.117,-1.516,0.24,0.453,0.38,0.212,0.439
wukong13_166070607_lesspayne_norm_EQW_params_synt,8.0,OI,1,1,,,,,,,-0.315,,,1.581,,
wukong14_3696527104395430016_lesspayn,11.0,NaI,3,0,0.021,0.091,0.064,-0.027,-0.008,0.007,-1.541,0.073,0.115,-0.28,0.166,0.189
wukong14_3696527104395430016_lesspayn,12.0,MgI,7,0,0.155,0.172,0.08,-0.081,-0.034,0.013,-1.153,0.196,0.209,0.108,0.221,0.234
wukong14_3696527104395430016_lesspayn,13.0,AlI,1,0,0.0,0.41,0.155,-0.216,-0.027,0.05,-1.868,0.271,0.492,-0.606,0.238,0.475
wukong14_3696527104395430016_lesspayn,14.0,SiI,6,0,0.179,0.189,0.045,0.022,-0.015,0.018,-0.987,0.187,0.197,0.274,0.254,0.262
wukong14_3696527104395430016_lesspayn,20.0,CaI,20,0,0.084,0.092,0.081,-0.05,-0.048,0.003,-1.036,0.136,0.141,0.226,0.172,0.177
wukong14_3696527104395430016_lesspayn,21.1,ScII,8,0,0.22,0.246,-0.031,0.167,-0.07,0.008,-0.885,0.286,0.307,0.376,0.365,0.382
wukong14_3696527104395430016_lesspayn,22.0,TiI,47,0,0.174,0.175,0.124,-0.008,-0.037,-0.002,-1.04,0.216,0.218,0.221,0.233,0.235
wukong14_3696527104395430016_lesspayn,22.1,TiII,37,0,0.135,0.141,0.003,0.188,-0.059,0.054,-0.804,0.245,0.248,0.457,0.327,0.329
wukong14_3696527104395430016_lesspayn,23.0,VI,2,0,0.054,0.126,0.045,0.041,-0.027,-0.081,-1.324,0.118,0.164,-0.063,0.212,0.241
